Id	Character	Name	Ability Element	Ability Pot. %	Ability Range	Ability Type	Command ATB	Command Sigil	Effect0	Effect0_Condition	Effect0_Duration	Effect0_EffectCount	Effect0_Extend	Effect0_Pot	Effect0_PotMax	Effect0_Range	Effect0_Type	Effect1	Effect1_Condition	Effect1_Duration	Effect1_EffectCount	Effect1_Extend	Effect1_Pot	Effect1_PotMax	Effect1_Range	Effect1_Type	Effect2	Effect2_Condition	Effect2_Duration	Effect2_EffectCount	Effect2_Extend	Effect2_Pot	Effect2_PotMax	Effect2_Range	Effect2_Type	Effect3	Effect3_Condition	Effect3_Duration	Effect3_EffectCount	Effect3_Extend	Effect3_Pot	Effect3_Range	Effect3_Type	GachaType	MateriaSupport0	MateriaSupport1	MateriaSupport2
8003	Vincent	Gilded Age	Heal	14.0	Self	Mag	4		Increases Limit Gauge					10.0%		Self	SpecialGaugeChangeEffect	Regen		15	0	3	30.0%		Self	StatusChangeEffect																		Featured	ATK Boost I	PATK Boost I	MATK Boost I
8004	Vincent	S1976C	None	540.0	All Enemies	Mag	4		PATK Down		25		8	Mid	High	All Enemies	BuffDebuff	MATK Down		25		8	Mid	High	All Enemies	BuffDebuff	Increases Limit Gauge					3.0%		Self	SpecialGaugeChangeEffect	Crit Rate					10.0%	All Enemies	AdditionalEffect	Featured	ATK Boost I	MATK Boost I	MATK Boost I
8005	Vincent	Shortbarrel	Wind	400.0	Single Enemy	Phys	4		Increases Limit Gauge					4.0%		Self	SpecialGaugeChangeEffect																											Featured	PATK Boost I	PATK Boost I	PATK Boost I
8007	Vincent	T03 Model N	None	300.0	Single Enemy	Phys	2		Increases Limit Gauge					2.0%		Self	SpecialGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	ATK Boost I	PATK Boost I	PATK Boost I
8008	Vincent	Sawed-Off GS	Heal	16.0	Self	Mag	4		MATK Up		38		12	High	High	Self	BuffDebuff	MDEF Up		38		12	High	High	Self	BuffDebuff	Increases Limit Gauge					3.0%		Self	SpecialGaugeChangeEffect									Featured	ATK Boost I	PATK Boost I	MATK Boost I
8009	Vincent	Chiron	None	510.0	Single Enemy	Phys	4		Earth Resistance Down	When HP is greater than 50.0%	35		11	High	High	Single Enemy	BuffDebuff	Increases Limit Gauge					3.0%		Self	SpecialGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Featured	ATK Boost I	PATK Boost I	MATK Boost I
8010	Vincent	Double Stem E	None	520.0	All Enemies	Mag	4		Increases Limit Gauge					3.0%		Self	SpecialGaugeChangeEffect	Crit Rate					10.0%		All Enemies	AdditionalEffect	Status Ailment: Poison	When HP is less than 30.0%	25		6			All Enemies	StatusConditionEffect									Featured	ATK Boost I	MATK Boost I	MATK Boost I
8012	Vincent	White Dog	Earth	940.0	Single Enemy	Mag	4		Multiply damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect	Increases Limit Gauge					5.0%		Self	SpecialGaugeChangeEffect																		Limited	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
8013	Vincent	Kugelblitz	None	750.0	All Enemies	Mag	4		MDEF Down		35		11	High	High	All Enemies	BuffDebuff	Earth Damage Up	When HP is greater than 70.0%	45		9	High	High	Self	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect	Increases Limit Gauge					5.0%	Self	SpecialGaugeChangeEffect	Featured	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
8014	Vincent	Silver Rifle	None	700.0	Single Enemy	Phys	4		Multiply damage	When debuff is on target				150.0%		Single Enemy	AdditionalEffect	Increases Limit Gauge					3.0%		Self	SpecialGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Event	PATK Boost I	PATK Boost I	PATK Boost I
8015	Vincent	Hugin & Munin	None	1300.0	Single Enemy	Mag	4		Increases Limit Gauge					5.0%		Self	SpecialGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	MATK Boost I	ATK Boost (Ice) I	✕ Cross Sigil Boost I (+2)
8016	Vincent	Crow Familiar	Lightning	940.0	Single Enemy	Mag	4		Multiply damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect	Increases Limit Gauge					5.0%		Self	SpecialGaugeChangeEffect																		Featured	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
8017	Vincent	Quicksilver	None	750.0	Single Enemy	Phys	4		Increases Limit Gauge					5.0%		Self	SpecialGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	ATK Boost I	PATK Boost I	PATK Boost I
8018	Vincent	Icebolt Shooter	None	340.0	Single Enemy	Mag	4		Ice Resistance Down		25		8	Mid	Mid	Single Enemy	BuffDebuff	Lightning Resistance Down		25		8	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Grindable	ATK Boost I	MATK Boost I	MATK Boost I
8019	Vincent	Ultimate Quicksilver	None	1000.0	Single Enemy	Both	0		Increases Limit Gauge					40.0%		Self	SpecialGaugeChangeEffect																											Ultimate			
8020	Vincent	Rhad Gun	Heal	14.0	Single Ally	Mag	4		PATK Up		44		14	Low	Mid	Single Ally	BuffDebuff	Regen		15	0	3	30.0%		Single Ally	StatusChangeEffect																		Event	ATK Boost I	ATK Boost I	PATK Boost I
8021	Vincent	Eligor Gun	Ice	290.0	All Enemies	Mag	4																																					Event	ATK Boost I	MATK Boost I	MATK Boost I
8022	Vincent	Holiday Garm	Fire	940.0	Single Enemy	Phys	4		Multiply damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect	Increases Limit Gauge					5.0%		Self	SpecialGaugeChangeEffect																		Featured	PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)
8023	Vincent	Noblesse Automatic	None	360.0	Single Enemy	Mag	4		PATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Event	ATK Boost I	PATK Boost I	MATK Boost I
8024	Vincent	Gun of the Worthy	Ice	1120.0	Single Enemy	Phys	4		Status Ailment: Ice Weakness	On first use	150		0	+50.0%		Single Enemy	StatusConditionEffect	Increases Limit Gauge					5.0%		Self	SpecialGaugeChangeEffect																		Limited	PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)
8025	Vincent	Death Penalty	None	2000.0	Single Enemy	Both	0		Amp. Phys. Abilities		60	1	0	40.0%		All Allies	StatusChangeEffect	Amp. Mag. Abilities		60	1	0	40.0%		All Allies	StatusChangeEffect	Increases Limit Gauge					20.0%		Self	SpecialGaugeChangeEffect									Ultimate			
8026	Vincent	Electro Peashooter	Lightning	290.0	All Enemies	Mag	4																																					Event	ATK Boost I	MATK Boost I	MATK Boost I
8027	Vincent	Galian Roar	None	800.0	Single Enemy	Mag	3		Status Ailment: Enfeeble		60		12			Single Enemy	StatusConditionEffect	MDEF Down		35		11	Mid	High	Single Enemy	BuffDebuff	MATK Up	When HP is greater than 70.0%	35		11	Mid	High	All Allies	BuffDebuff	Crit Rate					10.0%	Single Enemy	AdditionalEffect	Featured	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
8029	Vincent	Fomalhaut	None	2000.0	Single Enemy	Both	0		Phys. Damage Bonus		90	0	90	40.0%		Self	StatusChangeEffect	Mag. Damage Bonus		90	0	90	40.0%		Self	StatusChangeEffect	Haste		20	0	20	0.0%		All Allies	StatusChangeEffect	Increases Limit Gauge					100.0%	Self	SpecialGaugeChangeEffect	Ultimate			
9001	Cid	Spear	None	750.0	Single Enemy	Phys	4		Status Ailment: Stop	On first use	8		3			Single Enemy	StatusConditionEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	PATK Boost I	PATK Boost I	PATK Boost I
9002	Cid	Slash Lance	None	540.0	All Enemies	Phys	4		PDEF Up		20		6	High	High	All Allies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																		Featured	PATK Boost I	PATK Boost I	PATK Boost I
9003	Cid	Trident	None	620.0	Single Enemy	Phys	4		Status Ailment: Poison	When HP is greater than 70.0%	30		7			Single Enemy	StatusConditionEffect	Status Ailment: Stop	On first use	5		3			Single Enemy	StatusConditionEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Featured	PATK Boost I	PATK Boost I	PATK Boost I
9004	Cid	Pole Axe	None	540.0	All Enemies	Phys	4		PATK Down		25		8	Mid	High	All Enemies	BuffDebuff	MATK Down		25		8	Mid	High	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect									Featured	ATK Boost I	PATK Boost I	PATK Boost I
9005	Cid	Partisan	Wind	520.0	All Enemies	Mag	4																																					Featured	MATK Boost I	MATK Boost I	MATK Boost I
9006	Cid	Viper Halberd	Heal	16.0	Self	Mag	4		PDEF Up		38		12	High	High	Self	BuffDebuff	MDEF Up		38		12	High	High	Self	BuffDebuff																		Featured	MATK Boost I	MATK Boost I	MATK Boost I
9008	Cid	Radiant Lance	None	750.0	Single Enemy	Phys	4		Increases Command Gauge					20.0%		Self	TacticsGaugeChangeEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	ATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
9010	Cid	Dragoon Lance	Lightning	670.0	All Enemies	Mag	4		Lightning Resistance Down	When HP is greater than 50.0%	30		10	Mid	High	All Enemies	BuffDebuff	Multiply damage	When debuff is on target				120.0%		All Enemies	AdditionalEffect																		Featured	MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)
9011	Cid	Scimitar	Heal	14.0	Single Ally	Mag	4		PATK Up		30		10	Mid	High	Single Ally	BuffDebuff	MATK Up		30		10	Mid	High	Single Ally	BuffDebuff	Ice Damage Up		30		10	Mid	High	Single Ally	BuffDebuff									Featured	ATK Boost I	PATK Boost I	MATK Boost I
9012	Cid	Flayer	None	420.0	Single Enemy	Phys	3	◊ Diamond	Status Ailment: Stop	On first use	5		3			Single Enemy	StatusConditionEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	PATK Boost I	MATK Boost I	PATK Boost I
9015	Cid	Rocket Lance	None	620.0	Single Enemy	Mag	4		Status Ailment: Enfeeble		70		14			Single Enemy	StatusConditionEffect	Ice Resistance Down		35		11	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Limited	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
9016	Cid	Mop	None	540.0	All Enemies	Phys	4		Status Ailment: Stop	On first use	5		3			All Enemies	StatusConditionEffect	Crit Rate					10.0%		All Enemies	AdditionalEffect																		Event	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
9018	Cid	Ultimate Spear	Heal	5.0	Single Ally	Mag	0		Increases Limit Gauge					20.0%		Single Ally	SpecialGaugeChangeEffect	PATK Up		30		30	High	High	Single Ally	BuffDebuff																		Ultimate			
9019	Cid	Odin Spear	Wind	450.0	Single Enemy	Mag	4																																					Grindable	ATK Boost I	MATK Boost I	MATK Boost I
9020	Cid	Lance of the Hunt	Ice	290.0	All Enemies	Mag	4																																					Event	ATK Boost I	MATK Boost I	MATK Boost I
9024	Cid	Captain's Spear	None	360.0	Single Enemy	Mag	4		PDEF Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Event	ATK Boost I	PATK Boost I	PATK Boost I
9025	Cid	Venus Gospel	None	2000.0	Single Enemy	Both	0		Phys. Weapon Boost		60	0	60	30.0%		All Allies	StatusChangeEffect	Mag. Weapon Boost		60	0	60	30.0%		All Allies	StatusChangeEffect	ATB+2							All Allies	AtbChangeEffect									Ultimate			
9026	Cid	Antler Pike	Lightning	920.0	Single Enemy	Phys	4		Lightning Damage Bonus		25	0	8	30.0%		All Allies	StatusChangeEffect	ATB+2	On first use						All Allies	AtbChangeEffect																		Featured	PATK Boost I	PATK Boost I	△ Triangle Boost II (+4)
9028	Cid	Patissier's Spear	Ice	920.0	Single Enemy	Phys	4		PATK Down		30		10	High	High	Single Enemy	BuffDebuff	Ice Damage Bonus	When HP is greater than 70.0%	25	0	8	30.0%		All Allies	StatusChangeEffect																		Featured	PATK Boost I	PATK Boost I	△ Triangle Boost II (+4)
20001	Zack	Type-99 Longsword	None	750.0	Single Enemy	Phys	4	◯ Circle	Crit Rate					10.0%		Single Enemy	AdditionalEffect																											Featured	PATK Boost I	PATK Boost I	PATK Boost I
20002	Zack	Buster Sword Origin	None	860.0	Single Enemy	Phys	4																																					Event	PATK Boost I	PATK Boost I	PATK Boost I
20003	Zack	Beach Parasol	None	560.0	Single Enemy	Mag	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																											Event	ATK Boost I	ATK Boost I	MATK Boost I
20004	Zack	Enhance Sword (Z)	Heal	143.0	Single Ally	Mag	5																																					Featured	ATK Boost I	MATK Boost I	ATK Boost (Lightning) I
20005	Zack	Defender	Heal	14.0	Single Ally	Mag	4		PDEF Up		38		12	High	High	Single Ally	BuffDebuff	Regen		9	0	3	30.0%		Single Ally	StatusChangeEffect																		Featured	ATK Boost I	MATK Boost I	Buff/Debuff Extension I
20006	Zack	Crystal Sword (Z)	Fire	520.0	All Enemies	Mag	4																																					Featured	MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)
20007	Zack	Falchion	Wind	520.0	All Enemies	Phys	4																																					Featured	ATK Boost I	ATK Boost I	PATK Boost I
20008	Zack	Zweihander	None	940.0	Single Enemy	Phys	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																											Featured	ATK Boost I	PATK Boost I	HEAL Boost I
20009	Zack	Arc Sword	None	510.0	Single Enemy	Mag	4		MDEF Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	MATK Boost I	MATK Boost I	MATK Boost I
20010	Zack	Cutlass	None	510.0	Single Enemy	Phys	4		PDEF Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	ATK Boost I	PATK Boost I	PATK Boost I
20011	Zack	Ceremonial Sword (Z)	None	1400.0	Single Enemy	Phys	5		PATK Up		35		7	High	High	Self	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)
20012	Zack	Battering Sword	Wind	1340.0	Single Enemy	Mag	4		Wind Damage Bonus		25	0	8	30.0%		All Allies	StatusChangeEffect																											Featured	MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)
20013	Zack	Bouquet	None	400.0	Single Enemy	Phys	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																											Event	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
20014	Zack	Pressure Ridge	Ice	620.0	Single Enemy	Phys	4		Ice Resistance Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff																											Featured	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
20015	Zack	Iron Greatsword	None	360.0	Single Enemy	Mag	4		PDEF Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Event	ATK Boost I	ATK Boost I	PATK Boost I
20016	Zack	Ifrit's Sword	Fire	450.0	Single Enemy	Mag	4																																					Grindable	ATK Boost I	MATK Boost I	MATK Boost I
20018	Zack	Twinkling Star	None	540.0	Single Enemy	Phys	4		MATK Down		30		10	Mid	High	Single Enemy	BuffDebuff	PDEF Down	When HP is greater than 50.0%	30		10	Mid	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Featured	PATK Boost I	PATK Boost I	All (Cure Spells) I
20019	Zack	Black Whiskers	None	540.0	Single Enemy	Phys	4		PDEF Down		30		10	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect	Water Resistance Down		30		10	Mid	High	Single Enemy	BuffDebuff									Featured	PATK Boost I	ATK Boost (Water) I	✕ Cross Sigil Boost I (+2)
20020	Zack	Stream Guard	Fire	1020.0	Single Enemy	Mag	4		MDEF Down		25		8	Mid	High	Single Enemy	BuffDebuff	MATK Up		25		8	Mid	High	All Allies	BuffDebuff																		Limited	MATK Boost I	MATK Boost I	△ Triangle Boost I (+2)
20023	Zack	Zinogre Blade	Lightning	940.0	Single Enemy	Phys	4		Multiply damage	When HP is greater than 70.0%				120.0%		Single Enemy	AdditionalEffect																											Limited	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
20024	Zack	Carrot Sword	Fire	290.0	All Enemies	Mag	4																																					Event	MATK Boost I	MATK Boost I	MATK Boost I
20025	Zack	Alba Blade	None	390.0	All Enemies	Phys	4		Crit Rate					10.0%		All Enemies	AdditionalEffect																											Event	PATK Boost I	PATK Boost I	PATK Boost I
20026	Zack	Ultimate Type-99 Longsword	None	1000.0	Single Enemy	Both	0		PDEF Down		30		30	High	High	Single Enemy	BuffDebuff	MDEF Down		30		30	High	High	Single Enemy	BuffDebuff																		Ultimate			
20027	Zack	Beatrix Sword	Wind	940.0	Single Enemy	Phys	4		Multiply damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect																											Event	ATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
20028	Zack	Durandal	None	2000.0	Single Enemy	Both	0		ATB+3							Self	AtbChangeEffect	PATK Up		30		30	High	High	Self	BuffDebuff	MATK Up		30		30	High	High	Self	BuffDebuff									Ultimate			
20029	Zack	White Tree	Wind	290.0	All Enemies	Mag	4																																					Event	MATK Boost I	MATK Boost I	MATK Boost I
20031	Zack	Sword of the Hunt	Ice	800.0	All Enemies	Mag	4		Exploit Weakness	When HP is greater than 50.0%	60	0	12	35.0%		Self	StatusChangeEffect																											Featured	ATK Boost I	MATK Boost I	△ Triangle Boost I (+2)
20032	Zack	Zenithian Sword	Fire	1120.0	Single Enemy	Phys	4		Status Ailment: Fire Weakness		60		12	+30.0%		Single Enemy	StatusConditionEffect	MDEF Up		30		10	Mid	High	All Allies	BuffDebuff																		Limited	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
20033	Zack	Buster Sword Origin	None	860.0	Single Enemy	Phys	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																											Event	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
20034	Zack	Surfer Blade	None	740.0	All Enemies	Phys	4		PDEF Down		40		13	High	High	All Enemies	BuffDebuff	PATK Up	When HP is greater than 70.0%	40		13	High	High	All Allies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect									Featured	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
20035	Zack	Magatsuchi Blade	None	360.0	Single Enemy	Mag	4		MATK Down		28		9	Low	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Event	ATK Boost I	PATK Boost I	MATK Boost I
20036	Zack	Virtuous Contract	None	250.0	All Enemies	Mag	4		Earth Resistance Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																		Event	ATK Boost I	PATK Boost I	MATK Boost I
20037	Zack	Rousing Arc Sword	Lightning	900.0	Single Enemy	Phys	4		Multiply damage	When HP is greater than 70.0%				120.0%		Single Enemy	AdditionalEffect																											Event	PATK Boost I	PATK Boost I	△ Triangle Boost I (+2)
49001	Sephiroth	Nameless	None	240.0	Single Enemy	Phys	2		MDEF Down		14		4	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	ATK Boost I	ATK Boost I	PATK Boost I
49002	Sephiroth	Edged Wings	Ice	800.0	Single Enemy	Mag	4																																					Featured	ATK Boost I	MATK Boost I	△ Triangle Boost I (+2)
49003	Sephiroth	Glaireid	None	650.0	All Enemies	Phys	4		Crit Rate					10.0%		All Enemies	AdditionalEffect																											Featured	ATK Boost I	ATK Boost I	ATK Boost (Earth) I
49004	Sephiroth	Aonibi	Heal	16.0	Self	Mag	4		MATK Up		44		14	High	High	Self	BuffDebuff	Regen		15	0	3	30.0%		Self	StatusChangeEffect																		Featured	ATK Boost I	ATK Boost I	HEAL Boost I
49005	Sephiroth	Northern Lights	None	510.0	Single Enemy	Phys	4		PATK Down		25		8	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Featured	ATK Boost I	ATK Boost I	PATK Boost I
49006	Sephiroth	Prototype Crimson Blade	Fire	520.0	All Enemies	Mag	4																																					Featured	ATK Boost I	MATK Boost I	MATK Boost I
49007	Sephiroth	CC Alloy Sword	Lightning	520.0	All Enemies	Mag	4																																					Featured	ATK Boost I	ATK Boost I	MATK Boost I
49008	Sephiroth	Mythril Type-0 Katana	Heal	16.0	Self	Phys	4		PDEF Up		44		14	High	High	Self	BuffDebuff	Regen		15	0	3	30.0%		Self	StatusChangeEffect																		Featured	ATK Boost I	ATK Boost I	MATK Boost I
49009	Sephiroth	Shinra Blade: Model I	None	940.0	Single Enemy	Mag	4		Crit Rate					10.0%		Single Enemy	AdditionalEffect																											Featured	MATK Boost I	MATK Boost I	ATK Boost (Water) I
49010	Sephiroth	Tempest	Water	700.0	Single Enemy	Phys	4		Water Resistance Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff																											Featured	PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)
49011	Sephiroth	Shinra Military Sword	None	420.0	Single Enemy	Phys	3		PATK Up		35		7	Mid	Mid	Self	BuffDebuff	Wind Damage Up	When HP is greater than 50.0%	35		7	High	High	Self	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Featured	PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)
49012	Sephiroth	Torn Wing	Heal	14.0	Single Ally	Mag	4		PDEF Up		38		12	Mid	High	Single Ally	BuffDebuff																											Event	ATK Boost I	ATK Boost I	HEAL Boost I
49013	Sephiroth	World Tree Bough	None	700.0	Single Enemy	Phys	4		Multiply damage	With command gauge at max in attack stance				150.0%		Single Enemy	AdditionalEffect	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Event	PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)
49015	Sephiroth	Dark Heavens	Wind	800.0	Single Enemy	Phys	4																																					Featured	PATK Boost I	PATK Boost I	◯ Circle Sigil Boost I (+2)
49016	Sephiroth	Kuja's Spirit Blade	None	540.0	All Enemies	Mag	4		MATK Down		30		10	Mid	High	All Enemies	BuffDebuff	PATK Down	When HP is greater than 50.0%	30		10	Mid	High	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect									Event	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
49017	Sephiroth	Radiant Edge	None	540.0	Single Enemy	Phys	4		PDEF Down		30		10	Mid	Mid	Single Enemy	BuffDebuff	Fire Resistance Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect									Featured	PATK Boost I	ATK Boost (Fire) I	△ Triangle Boost I (+2)
49018	Sephiroth	Protector's Blade	None	900.0	All Enemies	Mag	4	◊ Diamond	Multiply damage	Against a single target				130.0%		All Enemies	AdditionalEffect	MDEF Down		40		13	High	High	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect									Limited	MATK Boost I	MATK Boost I	◯ Circle Sigil Boost I (+2)
49019	Sephiroth	Flame Dragon Blade	None	360.0	Single Enemy	Mag	4		Fire Resistance Down		28		9	Mid	Mid	Single Enemy	BuffDebuff	Crit Rate					10.0%		Single Enemy	AdditionalEffect																		Grindable	ATK Boost I	ATK Boost I	MATK Boost I
49020	Sephiroth	Ashura	Fire	290.0	All Enemies	Mag	4																																					Event	ATK Boost I	ATK Boost I	MATK Boost I
49022	Sephiroth	Humus Saber	None	240.0	All Enemies	Mag	4		Wind Resistance Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																		Event	ATK Boost I	MATK Boost I	MATK Boost I
49023	Sephiroth	Shinra Wyvern Blade	None	250.0	All Enemies	Mag	4		Fire Resistance Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																		Event	ATK Boost I	MATK Boost I	MATK Boost I
49024	Sephiroth	Blue Bramble	Earth	700.0	Single Enemy	Mag	4		Earth Resistance Down	When HP is greater than 50.0%	30		10	High	High	Single Enemy	BuffDebuff																											Featured	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
49026	Sephiroth	Ultimate Nameless	None	1500.0	Single Enemy	Both	0		Multiply damage	When debuff is on target				200.0%		Single Enemy	AdditionalEffect																											Ultimate			
49027	Sephiroth	Genji Blade	None	2000.0	Single Enemy	Both	0		PATK Up		30		30	Extra High	Extra High	Self	BuffDebuff	MATK Up		30		30	Extra High	Extra High	Self	BuffDebuff																		Ultimate			
49028	Sephiroth	Edgar's Coiled Blade	Water	940.0	Single Enemy	Mag	4		Multiply damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect																											Limited	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
49029	Sephiroth	Wintercrest Blade	Wind	290.0	All Enemies	Mag	4																																					Event	MATK Boost I	MATK Boost I	MATK Boost I
49030	Sephiroth	Blade of the Worthy	None	1010.0	All Enemies	Mag	4		Deals Fixed Additional Damage					40000		All Enemies	AdditionalEffect	Exploit Weakness	When HP is greater than 50.0%	60	0	20	40.0%		Self	StatusChangeEffect	Crit Rate					10.0%		All Enemies	AdditionalEffect									Limited	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
49031	Sephiroth	Withering Blaze	Fire	700.0	Single Enemy	Mag	4		Fire Resistance Down	When HP is greater than 50.0%	30		10	Low	High	Single Enemy	BuffDebuff	Multiply damage	When debuff is on target				120.0%		Single Enemy	AdditionalEffect																		Featured	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
49032	Sephiroth	Serrated Remiges	Wind	1120.0	Single Enemy	Mag	4		Status Ailment: Enfeeble	When HP is greater than 50.0%	30		10			Single Enemy	StatusConditionEffect																											Featured	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
49033	Sephiroth	Pandemonic Sword	Lightning	800.0	All Enemies	Mag	4		Multiply damage	When HP is greater than 50.0%				120.0%		All Enemies	AdditionalEffect	PATK Down		30		10	Mid	High	All Enemies	BuffDebuff	MATK Up	When HP is greater than 50.0%	30		10	Mid	High	All Allies	BuffDebuff									Limited	MATK Boost I	MATK Boost I	✕ Cross Sigil Boost I (+2)
49034	Sephiroth	Folding Ruler	None	250.0	All Enemies	Mag	4		PDEF Down		35		8	Low	Mid	All Enemies	BuffDebuff	Crit Rate					10.0%		All Enemies	AdditionalEffect																		Event	ATK Boost I	PATK Boost I	PATK Boost I
49035	Sephiroth	Sōba	Ice	1340.0	Single Enemy	Phys	4		Ice Weapon Boost		25	0	8	35.0%		All Allies	StatusChangeEffect																											Limited	PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)
49037	Sephiroth	Overture	Water	1340.0	Single Enemy	Phys	4		PDEF Down		25		8	Mid	High	Single Enemy	BuffDebuff	Water Damage Up	When debuff is on target	25		8	Mid	High	All Allies	BuffDebuff	HP Gain	On first use	60	0	0	8.0%		All Allies	StatusChangeEffect									Limited	PATK Boost I	PATK Boost I	✕ Cross Sigil Boost I (+2)
